investor_id,total_amount,avg_amount,tx_count,sip_count,age_group,income,gender,state,city_tier,sip_ratio,investor_segment
INV001485,176126,17612.6,10,9,56+,24.4,Female,Rajasthan,T30,0.9,Conservative
INV001486,342115,171057.5,2,1,46-55,17.1,Male,Gujarat,T30,0.5,Balanced
INV001487,100742,33580.666666666664,3,3,36-45,59.8,Male,Telangana,T30,1.0,Balanced
INV001488,503159,100631.8,5,3,18-25,5.2,Female,Punjab,T30,0.6,Aggressive
INV001489,124464,24892.8,5,4,36-45,16.5,Female,Delhi,T30,0.8,Conservative
INV001490,35777,35777.0,1,0,36-45,43.8,Female,Uttar Pradesh,B30,0.0,Aggressive
INV001491,479735,59966.875,8,6,56+,78.5,Male,Tamil Nadu,T30,0.75,Balanced
INV001492,979297,195859.4,5,3,26-35,19.6,Male,Tamil Nadu,T30,0.6,Balanced
INV001493,740657,246885.66666666666,3,0,18-25,3.2,Female,Karnataka,B30,0.0,Aggressive
INV001494,11931,3977.0,3,3,18-25,5.7,Male,Madhya Pradesh,T30,1.0,Conservative
INV001495,82936,41468.0,2,2,26-35,16.6,Male,Punjab,B30,1.0,Conservative
INV001496,2539407,230855.18181818182,11,5,18-25,4.5,Male,West Bengal,T30,0.45454545454545453,Balanced
INV001497,663731,55310.916666666664,12,9,36-45,56.8,Male,Maharashtra,T30,0.75,Balanced
INV001498,1072254,178709.0,6,1,36-45,34.7,Male,Gujarat,T30,0.16666666666666666,Aggressive
INV001499,2612819,261281.9,10,3,26-35,12.9,Male,Karnataka,B30,0.3,Balanced
INV001500,1668134,208516.75,8,3,26-35,6.5,Female,Maharashtra,T30,0.375,Balanced
INV001501,1672359,238908.42857142858,7,3,26-35,11.3,Male,Punjab,B30,0.42857142857142855,Balanced
INV001502,473868,236934.0,2,1,26-35,19.8,Male,Rajasthan,T30,0.5,Balanced
INV001503,529940,88323.33333333333,6,4,18-25,6.4,Male,Telangana,T30,0.6666666666666666,Aggressive
INV001504,323372,32337.2,10,9,36-45,25.5,Male,Haryana,B30,0.9,Balanced
INV001505,102157,34052.333333333336,3,2,26-35,17.0,Female,Uttar Pradesh,T30,0.6666666666666666,Balanced
INV001506,789025,112717.85714285714,7,3,26-35,16.0,Female,Delhi,T30,0.42857142857142855,Balanced
INV001507,1262282,105190.16666666667,12,6,26-35,20.4,Male,Uttar Pradesh,T30,0.5,Aggressive
INV001508,2273825,227382.5,10,3,46-55,63.3,Male,Tamil Nadu,B30,0.3,Balanced
INV001509,1882,1882.0,1,1,18-25,8.0,Male,West Bengal,T30,1.0,Conservative
INV001510,935895,93589.5,10,7,26-35,15.4,Male,Gujarat,T30,0.7,Balanced
INV001511,304709,101569.66666666667,3,1,26-35,24.7,Female,Uttar Pradesh,B30,0.3333333333333333,Aggressive
INV001512,1931510,175591.81818181818,11,5,46-55,49.4,Male,Haryana,T30,0.45454545454545453,Balanced
INV001513,477668,79611.33333333333,6,3,18-25,5.4,Male,Madhya Pradesh,T30,0.5,Aggressive
INV001514,870557,79141.54545454546,11,7,46-55,75.8,Male,Delhi,T30,0.6363636363636364,Balanced
INV001515,262809,52561.8,5,4,18-25,7.4,Male,Tamil Nadu,B30,0.8,Balanced
INV001516,1094073,121563.66666666667,9,6,26-35,22.0,Male,Tamil Nadu,B30,0.6666666666666666,Aggressive
INV001517,455179,151726.33333333334,3,0,36-45,23.5,Female,Karnataka,B30,0.0,Aggressive
INV001518,1325188,147243.11111111112,9,5,18-25,3.9,Male,Karnataka,B30,0.5555555555555556,Balanced
INV001519,15153,5051.0,3,3,46-55,38.8,Female,Gujarat,T30,1.0,Conservative
INV001520,618129,206043.0,3,1,36-45,29.7,Female,Maharashtra,B30,0.3333333333333333,Aggressive
INV001521,1033095,114788.33333333333,9,5,18-25,4.9,Male,Haryana,B30,0.5555555555555556,Balanced
INV001522,484106,161368.66666666666,3,2,36-45,59.4,Female,Tamil Nadu,T30,0.6666666666666666,Aggressive
INV001523,283709,283709.0,1,0,36-45,52.4,Female,Rajasthan,T30,0.0,Aggressive
INV001524,1023174,146167.7142857143,7,5,26-35,7.7,Male,Madhya Pradesh,B30,0.7142857142857143,Balanced
INV001525,409031,58433.0,7,5,36-45,55.8,Male,Maharashtra,T30,0.7142857142857143,Balanced
INV001526,1108874,110887.4,10,6,26-35,19.1,Female,Madhya Pradesh,B30,0.6,Balanced
INV001527,397461,132487.0,3,1,26-35,23.4,Male,Delhi,T30,0.3333333333333333,Aggressive
INV001528,2546199,231472.63636363635,11,5,26-35,20.7,Female,Telangana,T30,0.45454545454545453,Aggressive
INV001529,493098,164366.0,3,1,56+,72.6,Male,Haryana,B30,0.3333333333333333,Balanced
INV001530,478137,53126.333333333336,9,7,26-35,21.0,Male,Telangana,T30,0.7777777777777778,Balanced
INV001531,308636,77159.0,4,3,26-35,14.8,Female,Haryana,T30,0.75,Balanced
INV001532,981795,89254.09090909091,11,7,36-45,39.5,Female,Madhya Pradesh,B30,0.6363636363636364,Aggressive
INV001533,1017085,508542.5,2,0,26-35,21.4,Male,Telangana,T30,0.0,Aggressive
INV001534,1096274,137034.25,8,5,36-45,26.5,Male,Tamil Nadu,B30,0.625,Aggressive
INV001535,481793,120448.25,4,3,56+,74.1,Male,Rajasthan,B30,0.75,Balanced
INV001536,768514,69864.90909090909,11,7,26-35,17.9,Male,Karnataka,B30,0.6363636363636364,Balanced
INV001537,438883,87776.6,5,3,46-55,74.7,Male,Madhya Pradesh,T30,0.6,Balanced
INV001538,403950,57707.142857142855,7,4,18-25,3.1,Female,Madhya Pradesh,B30,0.5714285714285714,Balanced
INV001539,255554,85184.66666666667,3,2,36-45,32.1,Male,Madhya Pradesh,T30,0.6666666666666666,Aggressive
INV001540,55777,13944.25,4,4,26-35,17.3,Female,Maharashtra,T30,1.0,Conservative
INV001541,298338,298338.0,1,0,26-35,12.4,Male,Delhi,T30,0.0,Aggressive
INV001542,30942,6188.4,5,5,36-45,49.1,Male,Uttar Pradesh,T30,1.0,Conservative
INV001543,1412216,235369.33333333334,6,2,26-35,21.1,Male,Delhi,T30,0.3333333333333333,Aggressive
INV001544,1459767,132706.0909090909,11,5,18-25,5.9,Female,Uttar Pradesh,B30,0.45454545454545453,Aggressive
INV001545,1173126,106647.81818181818,11,6,26-35,11.5,Male,Madhya Pradesh,B30,0.5454545454545454,Balanced
INV001546,636851,318425.5,2,0,26-35,9.5,Female,Punjab,T30,0.0,Aggressive
INV001547,1475443,122953.58333333333,12,7,36-45,55.7,Male,Tamil Nadu,B30,0.5833333333333334,Aggressive
INV001548,768100,96012.5,8,6,26-35,24.8,Male,Delhi,T30,0.75,Balanced
INV001549,814085,90453.88888888889,9,5,36-45,19.5,Male,Haryana,T30,0.5555555555555556,Balanced
INV001550,1019018,92638.0,11,7,18-25,4.1,Male,Punjab,T30,0.6363636363636364,Balanced
INV001551,838742,93193.55555555556,9,6,26-35,21.7,Female,Tamil Nadu,T30,0.6666666666666666,Aggressive
INV001552,131269,65634.5,2,1,46-55,68.5,Female,Rajasthan,T30,0.5,Balanced
INV001553,1951832,162652.66666666666,12,4,26-35,23.5,Male,Delhi,T30,0.3333333333333333,Aggressive
INV001554,58886,29443.0,2,2,18-25,7.2,Female,West Bengal,T30,1.0,Balanced
INV001555,1447897,241316.16666666666,6,2,26-35,14.2,Male,Punjab,B30,0.3333333333333333,Balanced
INV001556,628970,157242.5,4,2,18-25,3.3,Male,Maharashtra,B30,0.5,Balanced
INV001557,834356,119193.71428571429,7,2,26-35,10.5,Female,Haryana,T30,0.2857142857142857,Aggressive
INV001558,1419654,129059.45454545454,11,5,56+,23.8,Female,West Bengal,T30,0.45454545454545453,Balanced
INV001559,249630,249630.0,1,0,36-45,41.9,Male,Tamil Nadu,B30,0.0,Aggressive
INV001560,777593,129598.83333333333,6,3,26-35,22.5,Male,Punjab,B30,0.5,Aggressive
INV001561,1386518,173314.75,8,4,36-45,39.4,Male,Rajasthan,B30,0.5,Aggressive
INV001562,294505,26773.18181818182,11,10,26-35,7.0,Male,Delhi,T30,0.9090909090909091,Conservative
INV001563,144851,72425.5,2,1,36-45,59.1,Male,Rajasthan,T30,0.5,Aggressive
INV001564,1089883,90823.58333333333,12,8,46-55,43.2,Male,Haryana,B30,0.6666666666666666,Balanced
INV001565,355584,118528.0,3,0,26-35,7.7,Female,West Bengal,T30,0.0,Aggressive
INV001566,333707,83426.75,4,3,18-25,7.8,Male,West Bengal,T30,0.75,Balanced
INV001567,299281,49880.166666666664,6,5,36-45,12.2,Male,West Bengal,T30,0.8333333333333334,Conservative
INV001568,10735,10735.0,1,1,26-35,12.4,Male,Maharashtra,B30,1.0,Conservative
INV001569,594971,84995.85714285714,7,6,46-55,50.1,Male,Punjab,T30,0.8571428571428571,Balanced
INV001570,1806980,200775.55555555556,9,2,26-35,16.0,Male,Maharashtra,T30,0.2222222222222222,Aggressive
INV001571,510419,170139.66666666666,3,1,46-55,52.0,Female,Rajasthan,B30,0.3333333333333333,Balanced
INV001572,2256,2256.0,1,1,18-25,4.8,Male,Madhya Pradesh,B30,1.0,Conservative
INV001573,1046465,130808.125,8,5,26-35,20.7,Male,Tamil Nadu,B30,0.625,Aggressive
INV001574,561459,80208.42857142857,7,5,36-45,35.7,Female,Maharashtra,T30,0.7142857142857143,Balanced
INV001575,1203832,133759.11111111112,9,4,26-35,12.0,Male,Karnataka,T30,0.4444444444444444,Balanced
INV001576,618966,88423.71428571429,7,5,46-55,46.5,Female,Delhi,T30,0.7142857142857143,Balanced
INV001577,837,837.0,1,1,46-55,48.9,Male,West Bengal,T30,1.0,Conservative
INV001578,281351,93783.66666666667,3,1,26-35,19.6,Female,Punjab,B30,0.3333333333333333,Balanced
INV001579,1454466,121205.5,12,7,46-55,71.1,Male,Karnataka,T30,0.5833333333333334,Balanced
INV001580,885928,73827.33333333333,12,7,26-35,18.7,Male,Punjab,T30,0.5833333333333334,Balanced
INV001581,719501,143900.2,5,1,18-25,5.7,Female,Madhya Pradesh,T30,0.2,Aggressive
INV001582,920,920.0,1,1,46-55,25.4,Male,Rajasthan,B30,1.0,Conservative
INV001583,1688452,187605.77777777778,9,3,18-25,3.1,Male,Delhi,T30,0.3333333333333333,Balanced
INV001584,365117,73023.4,5,3,26-35,10.0,Male,Maharashtra,B30,0.6,Balanced
INV001585,1033231,114803.44444444444,9,6,36-45,28.3,Male,Telangana,T30,0.6666666666666666,Aggressive
INV001586,14770,3692.5,4,4,26-35,6.4,Male,Tamil Nadu,T30,1.0,Conservative
INV001587,1338541,121685.54545454546,11,7,26-35,22.3,Male,Punjab,T30,0.6363636363636364,Aggressive
INV001588,709591,101370.14285714286,7,3,56+,75.2,Male,Karnataka,T30,0.42857142857142855,Balanced
INV001589,24681,24681.0,1,1,26-35,7.5,Female,Maharashtra,B30,1.0,Conservative
INV001590,258144,86048.0,3,2,36-45,46.1,Male,Rajasthan,T30,0.6666666666666666,Aggressive
INV001591,2052414,186583.0909090909,11,2,56+,28.1,Male,Rajasthan,T30,0.18181818181818182,Aggressive
INV001592,783972,130662.0,6,2,18-25,4.3,Male,Telangana,T30,0.3333333333333333,Balanced
INV001593,520240,173413.33333333334,3,1,36-45,53.2,Female,Punjab,T30,0.3333333333333333,Aggressive
INV001594,1041554,148793.42857142858,7,2,26-35,13.9,Male,Madhya Pradesh,B30,0.2857142857142857,Aggressive
INV001595,628320,89760.0,7,4,56+,78.5,Male,Gujarat,T30,0.5714285714285714,Balanced
INV001596,1144285,190714.16666666666,6,1,46-55,61.3,Male,Telangana,T30,0.16666666666666666,Aggressive
INV001597,1564797,142254.27272727274,11,7,36-45,46.1,Male,West Bengal,T30,0.6363636363636364,Aggressive
INV001598,948581,105397.88888888889,9,5,36-45,48.2,Male,Tamil Nadu,B30,0.5555555555555556,Aggressive
INV001599,1215923,101326.91666666667,12,6,36-45,31.0,Female,Haryana,B30,0.5,Aggressive
INV001600,362379,90594.75,4,2,26-35,22.9,Female,Rajasthan,T30,0.5,Aggressive
INV001601,373239,124413.0,3,1,26-35,24.1,Female,Rajasthan,B30,0.3333333333333333,Aggressive
INV001602,1683273,140272.75,12,6,36-45,27.0,Male,West Bengal,T30,0.5,Aggressive
INV001603,1249506,113591.45454545454,11,7,46-55,53.9,Female,Uttar Pradesh,B30,0.6363636363636364,Balanced
INV001604,448574,149524.66666666666,3,2,56+,33.9,Male,Haryana,T30,0.6666666666666666,Balanced
INV001605,907214,82474.0,11,8,26-35,12.4,Female,Uttar Pradesh,B30,0.7272727272727273,Balanced
INV001606,149272,18659.0,8,7,26-35,23.4,Female,Punjab,B30,0.875,Balanced
INV001607,369723,123241.0,3,2,26-35,14.8,Male,Punjab,B30,0.6666666666666666,Balanced
INV001608,1408628,128057.09090909091,11,5,26-35,13.1,Male,Delhi,T30,0.45454545454545453,Balanced
INV001609,1828827,182882.7,10,4,26-35,14.0,Female,Punjab,T30,0.4,Balanced
INV001610,394911,394911.0,1,0,18-25,7.0,Male,Delhi,T30,0.0,Aggressive
INV001611,1885318,171392.54545454544,11,5,18-25,7.4,Female,West Bengal,T30,0.45454545454545453,Aggressive
INV001612,1039562,103956.2,10,5,26-35,12.0,Female,Haryana,T30,0.5,Balanced
INV001613,103124,51562.0,2,1,26-35,17.7,Female,Telangana,T30,0.5,Balanced
INV001614,299454,74863.5,4,2,18-25,4.6,Male,Punjab,B30,0.5,Balanced
INV001615,1439722,179965.25,8,3,26-35,15.7,Male,Tamil Nadu,T30,0.375,Balanced
INV001616,688035,57336.25,12,9,26-35,23.2,Male,Tamil Nadu,T30,0.75,Balanced
INV001617,84675,42337.5,2,1,26-35,8.6,Male,Maharashtra,T30,0.5,Balanced
INV001618,704843,88105.375,8,5,56+,28.0,Female,Karnataka,T30,0.625,Balanced
INV001619,784498,130749.66666666667,6,3,36-45,20.7,Male,Uttar Pradesh,T30,0.5,Aggressive
INV001620,906445,129492.14285714286,7,4,26-35,8.1,Male,Punjab,B30,0.5714285714285714,Balanced
INV001621,39202,13067.333333333334,3,3,26-35,10.0,Female,Karnataka,T30,1.0,Conservative
INV001622,32767,16383.5,2,2,36-45,21.8,Male,Delhi,T30,1.0,Balanced
INV001623,1305289,118662.63636363637,11,6,26-35,17.3,Female,Gujarat,T30,0.5454545454545454,Balanced
INV001624,1159821,96651.75,12,4,26-35,18.4,Female,Uttar Pradesh,T30,0.3333333333333333,Balanced
INV001625,2006664,167222.0,12,6,46-55,78.2,Female,Uttar Pradesh,B30,0.5,Balanced
INV001626,429844,107461.0,4,2,26-35,16.8,Male,Maharashtra,T30,0.5,Balanced
INV001627,509047,84841.16666666667,6,4,26-35,15.9,Male,Uttar Pradesh,B30,0.6666666666666666,Balanced
INV001628,1293876,107823.0,12,8,36-45,45.6,Female,Rajasthan,T30,0.6666666666666666,Aggressive
INV001629,571840,47653.333333333336,12,7,26-35,15.0,Male,Madhya Pradesh,T30,0.5833333333333334,Balanced
INV001630,225860,45172.0,5,3,36-45,15.4,Male,Telangana,T30,0.6,Balanced
INV001631,581721,52883.72727272727,11,6,36-45,55.9,Male,Haryana,B30,0.5454545454545454,Aggressive
INV001632,309423,154711.5,2,0,26-35,6.8,Male,Rajasthan,B30,0.0,Aggressive
INV001633,475,475.0,1,1,26-35,6.8,Male,Gujarat,T30,1.0,Conservative
INV001634,323070,107690.0,3,1,26-35,23.9,Male,Gujarat,T30,0.3333333333333333,Aggressive
INV001635,1295057,185008.14285714287,7,2,26-35,18.6,Male,Tamil Nadu,T30,0.2857142857142857,Aggressive
INV001636,659303,59936.63636363636,11,9,18-25,6.0,Male,Rajasthan,B30,0.8181818181818182,Balanced
INV001637,1258105,209684.16666666666,6,1,36-45,45.1,Female,Haryana,B30,0.16666666666666666,Aggressive
INV001638,308357,77089.25,4,3,36-45,15.8,Female,West Bengal,T30,0.75,Balanced
INV001639,451834,75305.66666666667,6,4,56+,14.3,Male,West Bengal,T30,0.6666666666666666,Balanced
INV001640,1460059,121671.58333333333,12,5,36-45,52.6,Female,Rajasthan,T30,0.4166666666666667,Aggressive
INV001641,1137585,113758.5,10,6,26-35,15.4,Male,Haryana,B30,0.6,Balanced
INV001642,760223,152044.6,5,1,56+,20.5,Female,Rajasthan,T30,0.2,Aggressive
INV001643,677728,84716.0,8,5,36-45,28.4,Male,Punjab,B30,0.625,Aggressive
INV001644,1090844,99167.63636363637,11,6,18-25,6.7,Female,Madhya Pradesh,B30,0.5454545454545454,Aggressive
INV001645,466615,58326.875,8,6,46-55,77.5,Male,Uttar Pradesh,B30,0.75,Balanced
INV001646,361360,90340.0,4,3,26-35,18.9,Male,Karnataka,T30,0.75,Balanced
INV001647,358120,358120.0,1,0,26-35,7.6,Male,Uttar Pradesh,B30,0.0,Aggressive
INV001648,1479962,164440.22222222222,9,5,46-55,96.8,Female,Telangana,T30,0.5555555555555556,Balanced
INV001649,621280,51773.333333333336,12,10,36-45,51.5,Male,Telangana,T30,0.8333333333333334,Balanced
INV001650,713748,118958.0,6,3,36-45,38.1,Male,Madhya Pradesh,T30,0.5,Aggressive
INV001651,790979,71907.18181818182,11,7,18-25,4.1,Male,Gujarat,T30,0.6363636363636364,Balanced
INV001652,1279109,142123.22222222222,9,4,26-35,12.7,Female,Tamil Nadu,T30,0.4444444444444444,Balanced
INV001653,353745,44218.125,8,6,36-45,45.4,Male,Maharashtra,T30,0.75,Balanced
INV001654,729940,72994.0,10,7,36-45,28.1,Female,Uttar Pradesh,T30,0.7,Aggressive
INV001655,233699,46739.8,5,4,26-35,8.0,Male,Delhi,T30,0.8,Conservative
INV001656,451086,45108.6,10,8,26-35,19.4,Male,Madhya Pradesh,B30,0.8,Conservative
INV001657,31500,31500.0,1,0,56+,41.6,Male,Madhya Pradesh,B30,0.0,Balanced
INV001658,1839068,167188.0,11,5,36-45,48.4,Female,Rajasthan,T30,0.45454545454545453,Aggressive
INV001659,36217,18108.5,2,2,36-45,42.2,Female,Uttar Pradesh,T30,1.0,Balanced
INV001660,390673,65112.166666666664,6,4,18-25,6.4,Female,Karnataka,T30,0.6666666666666666,Aggressive
INV001661,436958,87391.6,5,3,56+,26.4,Female,Uttar Pradesh,T30,0.6,Balanced
INV001662,1937573,161464.41666666666,12,6,36-45,45.6,Male,Delhi,T30,0.5,Aggressive
INV001663,664153,83019.125,8,5,36-45,29.2,Female,Gujarat,T30,0.625,Aggressive
INV001664,257587,128793.5,2,1,36-45,30.3,Female,Karnataka,B30,0.5,Aggressive
INV001665,6533,2177.6666666666665,3,3,36-45,35.1,Male,Telangana,T30,1.0,Conservative
INV001666,758715,126452.5,6,4,36-45,58.1,Male,Madhya Pradesh,B30,0.6666666666666666,Aggressive
INV001667,8839,8839.0,1,1,36-45,14.1,Female,Delhi,T30,1.0,Conservative
INV001668,695778,231926.0,3,1,36-45,22.4,Female,Rajasthan,B30,0.3333333333333333,Aggressive
INV001669,245061,61265.25,4,3,26-35,6.3,Female,West Bengal,T30,0.75,Balanced
INV001670,1928820,175347.27272727274,11,4,26-35,16.5,Male,West Bengal,T30,0.36363636363636365,Balanced
INV001671,1225017,175002.42857142858,7,4,56+,31.2,Male,Punjab,T30,0.5714285714285714,Balanced
INV001672,821755,68479.58333333333,12,9,18-25,5.4,Male,Maharashtra,T30,0.75,Balanced
INV001673,81749,7431.727272727273,11,11,26-35,23.0,Male,West Bengal,T30,1.0,Conservative
INV001674,569524,94920.66666666667,6,4,26-35,12.0,Male,Delhi,T30,0.6666666666666666,Balanced
INV001675,59489,59489.0,1,0,36-45,18.2,Male,Gujarat,T30,0.0,Aggressive
INV001676,849132,169826.4,5,1,56+,30.9,Female,Haryana,B30,0.2,Aggressive
INV001677,1196636,239327.2,5,2,26-35,23.2,Male,Rajasthan,B30,0.4,Aggressive
INV001678,684233,228077.66666666666,3,1,36-45,38.8,Female,Delhi,T30,0.3333333333333333,Aggressive
INV001679,447785,63969.28571428572,7,4,36-45,46.7,Female,Haryana,B30,0.5714285714285714,Aggressive
INV001680,1174873,97906.08333333333,12,9,26-35,22.8,Male,Madhya Pradesh,T30,0.75,Balanced
INV001681,177271,59090.333333333336,3,2,26-35,8.5,Male,West Bengal,T30,0.6666666666666666,Balanced
INV001682,936,936.0,1,1,26-35,18.6,Male,Telangana,T30,1.0,Conservative
INV001683,138711,17338.875,8,7,26-35,8.7,Male,Haryana,T30,0.875,Conservative
INV001684,45978,15326.0,3,3,36-45,51.6,Male,Uttar Pradesh,T30,1.0,Balanced
INV001685,3921,1960.5,2,2,26-35,14.5,Male,Punjab,B30,1.0,Conservative
INV001686,283725,141862.5,2,1,26-35,7.5,Male,Rajasthan,T30,0.5,Balanced
INV001687,210079,42015.8,5,4,26-35,7.6,Male,West Bengal,T30,0.8,Conservative
INV001688,222003,44400.6,5,3,26-35,7.7,Male,Gujarat,T30,0.6,Balanced
INV001689,1413571,117797.58333333333,12,6,36-45,40.4,Male,Haryana,B30,0.5,Aggressive
INV001690,994133,110459.22222222222,9,7,36-45,27.6,Male,Rajasthan,T30,0.7777777777777778,Balanced
INV001691,1151668,127963.11111111111,9,6,26-35,10.3,Male,Maharashtra,T30,0.6666666666666666,Balanced
INV001692,2751086,250098.72727272726,11,2,26-35,11.7,Male,Rajasthan,T30,0.18181818181818182,Aggressive
INV001693,75578,18894.5,4,3,36-45,49.0,Male,Tamil Nadu,B30,0.75,Balanced
INV001694,773611,77361.1,10,8,46-55,36.8,Female,Punjab,B30,0.8,Balanced
INV001695,1171841,130204.55555555556,9,5,36-45,24.0,Male,Punjab,B30,0.5555555555555556,Aggressive
INV001696,306879,51146.5,6,4,56+,55.8,Female,West Bengal,T30,0.6666666666666666,Balanced
INV001697,1278552,106546.0,12,9,18-25,5.4,Male,Haryana,T30,0.75,Balanced
INV001698,10016,10016.0,1,1,26-35,9.7,Male,Maharashtra,T30,1.0,Conservative
INV001699,438246,54780.75,8,6,26-35,24.6,Male,Madhya Pradesh,T30,0.75,Balanced
INV001700,556,556.0,1,1,46-55,88.3,Male,Maharashtra,T30,1.0,Conservative
INV001701,1530504,127542.0,12,5,26-35,24.4,Female,Karnataka,B30,0.4166666666666667,Aggressive
INV001702,354071,177035.5,2,1,26-35,9.9,Male,Rajasthan,B30,0.5,Balanced
INV001703,2959,2959.0,1,1,46-55,92.6,Male,Madhya Pradesh,T30,1.0,Conservative
INV001704,336309,336309.0,1,0,26-35,23.8,Male,Punjab,T30,0.0,Aggressive
INV001705,1734773,192752.55555555556,9,4,46-55,84.3,Male,Haryana,B30,0.4444444444444444,Balanced
INV001706,1230659,123065.9,10,5,26-35,14.2,Male,West Bengal,T30,0.5,Balanced
INV001707,69622,17405.5,4,2,26-35,9.5,Male,Punjab,T30,0.5,Balanced
INV001708,570438,114087.6,5,3,18-25,7.7,Male,Haryana,B30,0.6,Aggressive
INV001709,510448,63806.0,8,6,36-45,55.9,Male,Delhi,T30,0.75,Balanced
INV001710,243131,81043.66666666667,3,1,56+,33.0,Male,Delhi,T30,0.3333333333333333,Balanced
INV001711,26390,3770.0,7,7,46-55,99.0,Male,Madhya Pradesh,B30,1.0,Conservative
INV001712,446860,55857.5,8,6,18-25,6.2,Male,West Bengal,T30,0.75,Balanced
INV001713,1133717,141714.625,8,5,46-55,61.5,Male,Uttar Pradesh,B30,0.625,Balanced
INV001714,41699,13899.666666666666,3,3,18-25,5.9,Male,West Bengal,T30,1.0,Balanced
INV001715,103613,12951.625,8,8,18-25,7.7,Male,Gujarat,T30,1.0,Balanced
INV001716,27465,6866.25,4,4,36-45,45.0,Male,Haryana,T30,1.0,Conservative
INV001717,1267371,253474.2,5,0,26-35,23.2,Male,Karnataka,B30,0.0,Aggressive
INV001718,795041,88337.88888888889,9,6,26-35,11.3,Male,Gujarat,T30,0.6666666666666666,Balanced
INV001719,775208,155041.6,5,3,26-35,19.2,Male,Rajasthan,B30,0.6,Balanced
INV001720,804607,100575.875,8,5,36-45,43.6,Male,Karnataka,B30,0.625,Aggressive
INV001721,1137944,162563.42857142858,7,4,26-35,10.8,Male,Punjab,B30,0.5714285714285714,Balanced
INV001722,977129,195425.8,5,3,36-45,55.0,Female,Delhi,T30,0.6,Aggressive
INV001723,1263638,180519.7142857143,7,3,26-35,14.2,Male,Tamil Nadu,T30,0.42857142857142855,Balanced
INV001724,862419,95824.33333333333,9,7,26-35,11.9,Female,Madhya Pradesh,T30,0.7777777777777778,Balanced
INV001725,980277,89116.09090909091,11,5,36-45,30.0,Male,Tamil Nadu,B30,0.45454545454545453,Aggressive
INV001726,792709,198177.25,4,1,26-35,19.5,Male,Rajasthan,B30,0.25,Aggressive
INV001727,536416,107283.2,5,3,46-55,74.1,Female,Gujarat,T30,0.6,Balanced
INV001728,938502,85318.36363636363,11,8,26-35,17.0,Male,Karnataka,T30,0.7272727272727273,Balanced
INV001729,409265,81853.0,5,1,18-25,4.1,Male,Uttar Pradesh,B30,0.2,Aggressive
INV001730,25174,12587.0,2,2,26-35,13.0,Male,Telangana,T30,1.0,Conservative
INV001731,3122,1561.0,2,2,46-55,30.4,Male,Madhya Pradesh,B30,1.0,Conservative
INV001732,221591,36931.833333333336,6,4,18-25,5.7,Female,Gujarat,T30,0.6666666666666666,Balanced
INV001733,69927,34963.5,2,1,36-45,29.5,Female,Tamil Nadu,B30,0.5,Balanced
INV001734,441830,88366.0,5,4,36-45,16.3,Female,Karnataka,T30,0.8,Balanced
INV001735,842756,120393.71428571429,7,5,56+,41.9,Male,Maharashtra,T30,0.7142857142857143,Balanced
INV001736,975076,139296.57142857142,7,4,46-55,69.5,Female,Rajasthan,B30,0.5714285714285714,Balanced
INV001737,491962,54662.444444444445,9,7,26-35,10.1,Female,Telangana,T30,0.7777777777777778,Balanced
INV001738,845576,70464.66666666667,12,9,36-45,41.2,Female,Karnataka,T30,0.75,Balanced
INV001739,596476,59647.6,10,9,36-45,45.5,Female,West Bengal,T30,0.9,Balanced
INV001740,1046752,104675.2,10,5,36-45,53.9,Female,Uttar Pradesh,B30,0.5,Aggressive
INV001741,1534845,139531.36363636365,11,6,36-45,52.8,Male,Rajasthan,B30,0.5454545454545454,Aggressive
INV001742,1194805,132756.11111111112,9,5,18-25,3.5,Male,Haryana,T30,0.5555555555555556,Balanced
INV001743,1391835,198833.57142857142,7,3,26-35,23.5,Male,Telangana,T30,0.42857142857142855,Aggressive
INV001744,1364057,113671.41666666667,12,7,26-35,15.9,Male,Karnataka,B30,0.5833333333333334,Balanced
INV001745,320584,80146.0,4,3,18-25,7.3,Male,Madhya Pradesh,T30,0.75,Balanced
INV001746,1766212,147184.33333333334,12,5,26-35,11.2,Male,Rajasthan,B30,0.4166666666666667,Balanced
INV001747,1426431,178303.875,8,5,18-25,3.8,Female,Madhya Pradesh,T30,0.625,Balanced
INV001748,985018,123127.25,8,3,36-45,16.2,Female,Gujarat,T30,0.375,Balanced
INV001749,45901,45901.0,1,1,46-55,41.3,Female,West Bengal,T30,1.0,Conservative
INV001750,287641,95880.33333333333,3,2,36-45,38.8,Female,Telangana,T30,0.6666666666666666,Aggressive
INV001751,992622,124077.75,8,4,18-25,6.8,Male,Tamil Nadu,B30,0.5,Aggressive
INV001752,1388370,115697.5,12,7,26-35,13.4,Female,Rajasthan,B30,0.5833333333333334,Balanced
INV001753,591142,49261.833333333336,12,11,26-35,10.0,Male,Rajasthan,T30,0.9166666666666666,Conservative
INV001754,495504,123876.0,4,3,46-55,56.1,Female,Maharashtra,B30,0.75,Balanced
INV001755,672833,336416.5,2,0,36-45,28.7,Male,Rajasthan,B30,0.0,Aggressive
INV001756,511289,511289.0,1,0,26-35,8.9,Female,Tamil Nadu,B30,0.0,Aggressive
INV001757,694422,57868.5,12,8,46-55,87.3,Male,Telangana,T30,0.6666666666666666,Balanced
INV001758,1890625,189062.5,10,4,18-25,7.9,Female,Gujarat,T30,0.4,Aggressive
